Id;Titolo;Contenuto;ContenutoHTML;TaccuinoId;TipoNota;IsPinned;UltimoAccesso;NumeroVisite;CreatedAt;ModifiedAt;CreatedBy;ModifiedBy;IsDeleted;PorzioniBase;UnitaPorzioni
3552C8A3-B7E1-4D52-A005-01BB9807E65C;Nota senza titolo - 11/03/2020;"11/03/2020 - GIORNO 1

Caro diario,
la prima sera in isolamento è passata. Ieri quando la situazione iniziava a delinearsi c'erano già state diverse proposte per passare comunque il tempo in ""compagnia"" o meno soli, se si può dire così.

Sushila ad esempio ha proposto di guardare tutti lo stesso film, ognuno a casa sua, commentando nel frattempo sul gruppo di WhatsApp...

Poi ad un certo punto nel pomeriggio Laura mi ha chiesto info sulle app di videochiamate che consumano meno dati, quando incuriosito ho chiesto il motivo, mi ha spiegato che pensava di dare una festa in videoconferenza... mentre me lo diceva la immaginavo davanti al cellulare con in testa un cappellino da party, intenta a soffiare nella trombetta di carta e a lanciarsi in trenini improvvisati. Da sola. O magari muovendo in aria il cellulare cantando ""pe pe pepepepé""...

Caro diario, l'isolamento è appena iniziato e già non so se alla fine avremo mantenuto tutti la stessa lucidità di adesso, devo essere forte e impiegare il mio tempo in modo sensato.

Ora ti lascio perché devo lavare e lucidare la collezione di vinili e domani devo alzarmi presto per fare la spesa perché ho in ballo una gara culinaria a distanza.

Aiuto.";"<p>11/03/2020 - GIORNO 1</p><div><div>Caro diario,</div><div>la prima sera in isolamento è passata. Ieri quando la situazione iniziava a delinearsi c'erano già state diverse proposte per passare comunque il tempo in ""compagnia"" o meno soli, se si può dire così.</div></div><p>Sushila ad esempio ha proposto di guardare tutti lo stesso film, ognuno a casa sua, commentando nel frattempo sul gruppo di WhatsApp...</p><p>Poi ad un certo punto nel pomeriggio Laura mi ha chiesto info sulle app di videochiamate che consumano meno dati, quando incuriosito ho chiesto il motivo, mi ha spiegato che pensava di dare una festa in videoconferenza... mentre me lo diceva la immaginavo davanti al cellulare con in testa un cappellino da party, intenta a soffiare nella trombetta di carta e a lanciarsi in trenini improvvisati. Da sola. O magari muovendo in aria il cellulare cantando ""pe pe pepepepé""...</p><p>Caro diario, l'isolamento è appena iniziato e già non so se alla fine avremo mantenuto tutti la stessa lucidità di adesso, devo essere forte e impiegare il mio tempo in modo sensato.</p><p>Ora ti lascio perché devo lavare e lucidare la collezione di vinili e domani devo alzarmi presto per fare la spesa perché ho in ballo una gara culinaria a distanza.</p><p>Aiuto.</p>";225B5F8A-C2D7-44EC-BC76-8E1CAA8951B0;0;0;2025-10-24 13:10:48.3414710;4;2025-10-24 12:48:41.2385971;2025-10-24 12:48:41.2385971;B70223AE-4ACF-40A6-BD5E-A0F6C573B555;NULL;0;NULL;0
94D76768-D299-47DE-81CD-029AEC40E1BC;Ricostituente;"Massigen Marco viti - Integratore vitaminico

[IMMAGINE]: Ricostituente_img_2020.233.png";<p>Massigen Marco viti - Integratore vitaminico</p><p>[IMMAGINE]: Ricostituente_img_2020.233.png</p>;225B5F8A-C2D7-44EC-BC76-8E1CAA8951B0;0;0;2025-10-24 13:09:12.9272182;2;2025-10-24 13:09:02.8173855;2025-10-24 13:09:23.2498333;B70223AE-4ACF-40A6-BD5E-A0F6C573B555;NULL;1;NULL;0
977DDED8-8CF4-4CB1-B893-0569E45B03F5;"Banana bread ";<p>Ingredienti</p><p><br></p><p>3 banane mature (2 per l’impasto + 1 per decorare)</p><p><br></p><p>2 uova</p><p><br></p><p>150 g di yogurt greco intero</p><p><br></p><p>1 cucchiaio colmo di crema di mandorle 100% (circa 30 g) o altra crema di frutta secca</p><p><br></p><p>50 g di olio extravergine di oliva</p><p><br></p><p>20 g di bevanda vegetale senza zuccheri aggiunti</p><p><br></p><p>180 g di farina di farro integrale (o altra farina integrale)</p><p><br></p><p>1 bustina di lievito per dolci</p><p><br></p><p>50 g di noci pecan (o altra frutta secca)</p><p><br></p><p>50 g di cioccolato fondente 85%</p><p><br></p><p><br></p><p><br></p><p>---</p><p><br></p><p>Procedimento</p><p><br></p><p>1. Schiacciare 2 banane mature in una ciotola.</p><p><br></p><p><br></p><p>2. Aggiungere uova, yogurt greco, crema di mandorle, olio evo e bevanda vegetale. Mescolare bene.</p><p><br></p><p><br></p><p>3. Incorporare la farina setacciata con il lievito.</p><p><br></p><p><br></p><p>4. Unire le noci pecan tritate grossolanamente e il cioccolato fondente a pezzetti.</p><p><br></p><p><br></p><p>5. Versare l’impasto in uno stampo da plumcake (lunghezza circa 28–30 cm).</p><p><br></p><p><br></p><p>6. Decorare in superficie con la banana rimasta tagliata a metà nel senso della lunghezza.</p><p><br></p><p><br></p><p>7. Cuocere in forno statico a 180°C per 45–50 minuti (fare la prova stecchino).</p><p><br></p><p><br></p>;"<p>Ingredienti</p><p><br></p><p>3 banane mature (2 per l’impasto + 1 per decorare)</p><p><br></p><p>2 uova</p><p><br></p><p>150 g di yogurt greco intero</p><p><br></p><p>1 cucchiaio colmo di crema di mandorle 100% (circa 30 g) o altra crema di frutta secca</p><p><br></p><p>50 g di olio extravergine di oliva</p><p><br></p><p>20 g di bevanda vegetale senza zuccheri aggiunti</p><p><br></p><p>180 g di farina di farro integrale (o altra farina integrale)</p><p><br></p><p>1 bustina di lievito per dolci</p><p><br></p><p>50 g di noci pecan (o altra frutta secca)</p><p><br></p><p>50 g di cioccolato fondente 85%</p><p><br></p><p><br></p><p><br></p><p>---</p><p><br></p><p>Procedimento</p><p><br></p><p>1. Schiacciare 2 banane mature in una ciotola.</p><p><br></p><p><br></p><p>2. Aggiungere uova, yogurt greco, crema di mandorle, olio evo e bevanda vegetale. Mescolare bene.</p><p><br></p><p><br></p><p>3. Incorporare la farina setacciata con il lievito.</p><p><br></p><p><br></p><p>4. Unire le noci pecan tritate grossolanamente e il cioccolato fondente a pezzetti.</p><p><br></p><p><br></p><p>5. Versare l’impasto in uno stampo da plumcake (lunghezza circa 28–30 cm).</p><p><br></p><p><br></p><p>6. Decorare in superficie con la banana rimasta tagliata a metà nel senso della lunghezza.</p><p><br></p><p><br></p><p>7. Cuocere in forno statico a 180°C per 45–50 minuti (fare la prova stecchino).</p><p><br></p><p><br></p>
";368E353A-1475-4D52-9C99-CE399B984AD5;0;0;2025-11-03 06:02:05.6250175;3;2025-11-03 05:25:57.8620069;2025-11-03 06:02:08.1917018;B70223AE-4ACF-40A6-BD5E-A0F6C573B555;NULL;1;NULL;0
E5048631-BD8C-40FF-BCC4-0674875F246E;Cyberpunk - Note Regolamento;"Note Regolamento Cyberpunk:

- Il punteggio della caratteristica di classe indica il proprio rango e il denaro iniziale (pag 61)
- 40 punti iniziali per le abilità professionali (di classe)
- Rif+int per abilità opzionali
- Imparare una abilità costa 10pi
- Migliorare una abilità costa 10x punteggio attuale (x eventuale fattore difficoltà)
- Check reputazione 1d10+fre+rep
- Perdere il confronto da un -3 agli attacchi contro l'avversario (p57)
- 1d6/3 per sapere da quanti mesi lavora il pg, da moltiplicare per il guadagno mensile
- Si perde 1emp ogni 10 punti persi di umanità
- Tiro iniziativa 1d10+rif (p100)
- Attacco rapido +3 iniziativa -3 txc
- Danni-vp, se risultato < vp non si subiscono danni, se > si subisce la differenza
- Subire più di 8 danni ad una parte del corpo la distrugge (ts contro morte)
- I colpi alla testa raddoppiano i danni
- Txc rif+ abilità+1d10 contro la distanza";<p>Note Regolamento Cyberpunk:</p><div><div>- Il punteggio della caratteristica di classe indica il proprio rango e il denaro iniziale (pag 61)</div><div>- 40 punti iniziali per le abilità professionali (di classe)</div><div>- Rif+int per abilità opzionali</div><div>- Imparare una abilità costa 10pi</div><div>- Migliorare una abilità costa 10x punteggio attuale (x eventuale fattore difficoltà)</div><div>- Check reputazione 1d10+fre+rep</div><div>- Perdere il confronto da un -3 agli attacchi contro l'avversario (p57)</div><div>- 1d6/3 per sapere da quanti mesi lavora il pg, da moltiplicare per il guadagno mensile</div><div>- Si perde 1emp ogni 10 punti persi di umanità</div><div>- Tiro iniziativa 1d10+rif (p100)</div><div>- Attacco rapido +3 iniziativa -3 txc</div><div>- Danni-vp, se risultato < vp non si subiscono danni, se > si subisce la differenza</div><div>- Subire più di 8 danni ad una parte del corpo la distrugge (ts contro morte)</div><div>- I colpi alla testa raddoppiano i danni</div><div>- Txc rif+ abilità+1d10 contro la distanza</div></div>;225B5F8A-C2D7-44EC-BC76-8E1CAA8951B0;0;0;2025-10-24 12:52:27.8741078;3;2025-10-24 12:48:41.2385971;2025-10-24 12:48:41.2385971;B70223AE-4ACF-40A6-BD5E-A0F6C573B555;NULL;0;NULL;0
8F958959-060D-48BF-BB18-0B98FD1E7C64;Testi - Poesie e Meditazioni;"RIFLESSIONI VARIE:

Quando navighi sul mare della vita sei il tuo capitano. Puoi decidere come vuoi che sia. Al centro della galassia ci sei tu.

Non importa chi sei, quante cose hai, gli obiettivi raggiunti. A ognuno manca qualcosa.

GENERATION JACK SQUAT - Canzone:
Sono venuto al mondo una mattina di febbraio. Ho studiato come voleva mamma, ho lavorato come voleva papà. Ma sono sovraqualificato, ho tre lauree e servo panini ai neo diplomati.

Generazione Jack Squat - facciamo di tutto per avere niente.

IL MIO PASTORE - Poesia:
Come un bambino tra le braccia della madre. Tu sei il mio riferimento, Pastore. Ti prendi cura di me, soddisfi i miei bisogni. Ma vorrei vedere il mondo. Nel tuo recinto sei al sicuro.";<p>RIFLESSIONI VARIE:</p><p>Quando navighi sul mare della vita sei il tuo capitano. Al centro della galassia ci sei tu.</p><p>GENERATION JACK SQUAT - Canzone: Sono venuto al mondo una mattina di febbraio. Ho studiato come voleva mamma. Generazione Jack Squat - facciamo di tutto per avere niente.</p><p>IL MIO PASTORE - Poesia: Come un bambino tra le braccia della madre. Tu sei il mio riferimento, Pastore.</p>;225B5F8A-C2D7-44EC-BC76-8E1CAA8951B0;0;0;2025-11-11 14:14:14.0514377;6;2025-10-24 13:20:10.4279365;2025-10-24 13:20:10.4279365;B70223AE-4ACF-40A6-BD5E-A0F6C573B555;NULL;0;NULL;0
6290D4F7-66CA-4540-8089-0BDD9D0C1B2C;John - Narrativa profonda;"Una narrativa complessa sullo stato mentale di John. La stanza è immersa nell'oscurità, appena illuminata dalla luce della luna.

John è avvolto nelle lenzuola, come se cercasse protezione dal mondo esterno. La camera sembra sterile e impersonale. Il silenzio è assordante.

La sua routine è molto rigida e precisa. Si sveglia alle 7 del mattino. Inizia la giornata come programmatore, scrivendo codice. La sua attenzione è completamente focalizzata sul lavoro.

Durante la giornata, John non riceve mai visite e non esce di casa. La solitudine potrebbe essere stata causata dalla pandemia, da una perdita personale, o da un disturbo mentale.

Indizi suggeriscono che potrebbe aver perso qualcuno di importante. La casa è priva di foto o di oggetti personali.

John interagisce come se la macchina del caffè fosse una persona, chiamandola Elle. Questo suggerisce isolamento totale.";<p>Una narrativa complessa sullo stato mentale di John. La stanza è immersa nell'oscurità, appena illuminata dalla luce della luna.</p><p>John è avvolto nelle lenzuola, come se cercasse protezione dal mondo esterno. La camera sembra sterile e impersonale.</p><p>La sua routine è molto rigida e precisa. Si sveglia alle 7 del mattino. Inizia la giornata come programmatore, scrivendo codice.</p><p>Durante la giornata, John non riceve mai visite e non esce di casa. Indizi suggeriscono che potrebbe aver perso qualcuno di importante.</p>;225B5F8A-C2D7-44EC-BC76-8E1CAA8951B0;0;0;2025-11-11 14:14:15.3179252;6;2025-10-24 13:20:10.4279365;2025-10-24 13:20:10.4279365;B70223AE-4ACF-40A6-BD5E-A0F6C573B555;NULL;0;NULL;0
C8CD2B1D-F9CB-4AA5-A452-0C23981497E6;Agretti agli agrumi;"<h2>Ingredienti</h2><ul><li>400 gr. di agretti (o fagiolini)</li><li>50 gr. di olive taggiasche</li><li>1 cucchiaio di capperi</li><li>1 limone</li><li>1 arancia</li><li>Sale</li><li>Olio evo</li></ul><h2>Procedimento</h2><p>Puliamo e laviamo bene gli agretti togliendo le radici, e li scottiamo in acqua bollente salata per 3 minuti; scoliamo e lasciamo raffreddare.</p><p>Spremiamo il succo di ½ limone e ½ arancia, uniamo olio e sale, emulsioniamo bene tutti gli ingredienti.</p><p>Peliamo l'altra mezza arancia togliendo anche la parte bianca e la tagliamo a cubetti.</p><p>In una terrina mettiamo la verdura, aggiungiamo la polpa di mezza arancia tagliata a cubetti, le olive tagliate a rondelle, capperi tritati e condiamo con l'emulsione lasciamo marinare per 20 minuti. Serviamo.</p>";"<h2>Ingredienti</h2><ul><li>400 gr. di agretti (o fagiolini)</li><li>50 gr. di olive taggiasche</li><li>1 cucchiaio di capperi</li><li>1 limone</li><li>1 arancia</li><li>Sale</li><li>Olio evo</li></ul><h2>Procedimento</h2><p>Puliamo e laviamo bene gli agretti togliendo le radici, e li scottiamo in acqua bollente salata per 3 minuti; scoliamo e lasciamo raffreddare.</p><p>Spremiamo il succo di ½ limone e ½ arancia, uniamo olio e sale, emulsioniamo bene tutti gli ingredienti.</p><p>Peliamo l'altra mezza arancia togliendo anche la parte bianca e la tagliamo a cubetti.</p><p>In una terrina mettiamo la verdura, aggiungiamo la polpa di mezza arancia tagliata a cubetti, le olive tagliate a rondelle, capperi tritati e condiamo con l'emulsione lasciamo marinare per 20 minuti. Serviamo.</p>";368E353A-1475-4D52-9C99-CE399B984AD5;1;0;2025-10-22 12:33:24.5638798;5;2025-10-22 09:12:22.1993575;2025-10-22 09:12:22.1993575;B70223AE-4ACF-40A6-BD5E-A0F6C573B555;NULL;0;4;0
7288BB5E-4564-4C4D-A0CE-123156D074B6;Focaccia semplice;<p>http://vivalafocaccia.com/2012/04/16/ricetta-focaccia-ingredienti-impasto-casa/</p><p><br></p><h3>Ingredienti</h3><ul><li>190 g acqua</li><li>300-310 g farina tipo 0 (W260-280)</li><li>20 g olio extravergine di oliva</li><li>7 g sale</li><li>3 g malto</li><li>17 g lievito di birra</li></ul><h3>Procedimento</h3><ol><li>Sciogliere acqua, sale, malto e olio</li><li>Aggiungere metà della farina fino ad ottenere una pasta densa, ma ancora liquida.</li><li>Aggiungere il lievito ben sbriciolato (se usate lievito secco, scioglietelo in un po’ di acqua tiepida).</li><li>Lavorare la pasta aggiungendo la restante farina fino ad ottenere un impasto compatto ma non duro.</li><li>Coprire bene e lasciare riposare la pasta per 10-15 minuti su un asse o tegame, coperta con telo (in modo che non formi crosta).</li><li>Dopo il riposo, se necessario piegare la pasta in 2 o 4 (a seconda della forza della farina) per darle forza. </li><li>Dare all’impasto una forma che corrisponda alla teglia dove verrà cotta (nel caso indicato ~ 25×40 cm).</li><li>Versare un po’ d’olio nel centro della teglia, deporre l’impasto e cospargere la superficie con olio (con pennello o dita). </li><li>Mettere a lievitare in luogo riparato da correnti (es. forno spento con luce accesa per ~30 °C).</li><li>Dopo circa 40-60 minuti (a seconda delle condizioni e dello stato del lievito), l’impasto raddoppierà volume. </li><li>Stendere l’impasto nella teglia con le mani, senza tirare o maltrattare, fino a che occupi tutta la teglia.</li><li>Cospargere la superficie con abbondante sale (serve anche per evitare crosta durante la lievitazione).</li><li>Lasciare riposare circa 30 minuti. </li><li>Versare un po’ d’acqua tiepida (≈ 30 °C) sulla superficie, poi un po’ d’olio extravergine. </li><li>Fare con le dita i caratteristici “buchi” uniformi sulla superficie della focaccia. </li><li>(Facoltativo) Se si desidera, aggiungere in superficie cipolla tagliata a fettine, oppure pomodorini, origano, olive. </li><li>Lasciare lievitare ancora almeno 60-75 minuti (i tempi variano in base al clima).</li><li><strong>Cottura</strong>: Infornare nel forno già caldo a 220-240 °C per 15-20 minuti.</li><li>Una volta cotta, sfornare e rovesciare la focaccia su una griglia per far passare l’aria anche sotto (in modo che non diventi molle). </li><li>Dare una pennellata di olio sulla superficie e servire calda. </li></ol><p><br></p>;"<p>http://vivalafocaccia.com/2012/04/16/ricetta-focaccia-ingredienti-impasto-casa/</p><p><br></p><h3>Ingredienti</h3><ul><li>190 g acqua</li><li>300-310 g farina tipo 0 (W260-280)</li><li>20 g olio extravergine di oliva</li><li>7 g sale</li><li>3 g malto</li><li>17 g lievito di birra</li></ul><h3>Procedimento</h3><ol><li>Sciogliere acqua, sale, malto e olio</li><li>Aggiungere metà della farina fino ad ottenere una pasta densa, ma ancora liquida.</li><li>Aggiungere il lievito ben sbriciolato (se usate lievito secco, scioglietelo in un po’ di acqua tiepida).</li><li>Lavorare la pasta aggiungendo la restante farina fino ad ottenere un impasto compatto ma non duro.</li><li>Coprire bene e lasciare riposare la pasta per 10-15 minuti su un asse o tegame, coperta con telo (in modo che non formi crosta).</li><li>Dopo il riposo, se necessario piegare la pasta in 2 o 4 (a seconda della forza della farina) per darle forza. </li><li>Dare all’impasto una forma che corrisponda alla teglia dove verrà cotta (nel caso indicato ~ 25×40 cm).</li><li>Versare un po’ d’olio nel centro della teglia, deporre l’impasto e cospargere la superficie con olio (con pennello o dita). </li><li>Mettere a lievitare in luogo riparato da correnti (es. forno spento con luce accesa per ~30 °C).</li><li>Dopo circa 40-60 minuti (a seconda delle condizioni e dello stato del lievito), l’impasto raddoppierà volume. </li><li>Stendere l’impasto nella teglia con le mani, senza tirare o maltrattare, fino a che occupi tutta la teglia.</li><li>Cospargere la superficie con abbondante sale (serve anche per evitare crosta durante la lievitazione).</li><li>Lasciare riposare circa 30 minuti. </li><li>Versare un po’ d’acqua tiepida (≈ 30 °C) sulla superficie, poi un po’ d’olio extravergine. </li><li>Fare con le dita i caratteristici “buchi” uniformi sulla superficie della focaccia. </li><li>(Facoltativo) Se si desidera, aggiungere in superficie cipolla tagliata a fettine, oppure pomodorini, origano, olive. </li><li>Lasciare lievitare ancora almeno 60-75 minuti (i tempi variano in base al clima).</li><li><strong>Cottura</strong>: Infornare nel forno già caldo a 220-240 °C per 15-20 minuti.</li><li>Una volta cotta, sfornare e rovesciare la focaccia su una griglia per far passare l’aria anche sotto (in modo che non diventi molle). </li><li>Dare una pennellata di olio sulla superficie e servire calda. </li></ol><p><br></p>
";368E353A-1475-4D52-9C99-CE399B984AD5;1;0;2025-11-11 14:14:39.1702438;28;2025-10-24 12:48:41.2385971;2025-11-10 13:24:18.1498618;B70223AE-4ACF-40A6-BD5E-A0F6C573B555;B70223AE-4ACF-40A6-BD5E-A0F6C573B555;0;4;0
A8D0EC3C-D9D9-4751-B2A0-14B2C339B916;Tiramisù Classico;Il dolce italiano per eccellenza. Ingredienti: 500gr mascarpone, 6 uova (albumi e tuorli separati), 150gr zucchero, 300ml caffè espresso freddo, 40ml liquore (Marsala o Vin Santo), 200gr biscotti Savoiardi, cacao amaro in polvere, sale;<h3>Tiramisù Classico Italiano</h3><h4>Ingredienti:</h4><ul><li>500gr mascarpone a temperatura ambiente</li><li>6 uova (tuorli e albumi separati)</li><li>150gr zucchero</li><li>300ml caffè espresso raffreddato</li><li>40ml Marsala o Vin Santo</li><li>200gr biscotti Savoiardi</li><li>Cacao amaro in polvere q.b.</li><li>Pizzico di sale</li></ul><h4>Preparazione:</h4><p>Montare i tuorli con lo zucchero fino a ottenere un composto pallido e spumoso. Aggiungere il mascarpone lentamente, mescolando delicatamente. In una ciotola separate, montare gli albumi a neve ferma. Incorporare la neve agli albumi al composto di mascarpone con delicatezza. Mescolare caffè con Marsala. Immergere i biscotti uno per uno nel caffè, disposrli in uno strato nel piatto da portata. Coprire con metà del mascarpone. Ripetere con un altro strato di biscotti imbevuti e il resto del mascarpone. Cospargere di cacao. Refrigerare 6 ore o una notte.</p><p><strong>Consiglio:</strong> Usare uova fresche per il consumo a crudo.</p>;368E353A-1475-4D52-9C99-CE399B984AD5;1;0;2025-10-22 12:29:05.7964828;3;2025-10-22 09:17:22.3082451;2025-10-22 09:17:22.3082451;B70223AE-4ACF-40A6-BD5E-A0F6C573B555;NULL;0;4;0
287BB325-2259-433E-A457-165594077418;Focaccia con le cipolle;"tp://vivalafocaccia.com/2009/12/28/focaccia-con-la-cipolla/
Ingredienti
200 g di acqua tiepida
5 g di sale
3 g (circa un cucchiaino) di malto
20 g di olio extravergine d’oliva
320-340 g di farina
7 g di lievito di birra secco (oppure 21 g di lievito di birra fresco)
Cipolle affettate sottilmente (quantità a piacere)
Procedimento
Impasta bene fino ad ottenere una pasta liscia e omogenea.
Lascia riposare l’impasto per circa 5-10 minuti sul piano di lavoro.
Ungi una teglia (circa 40 × 25 cm) e trasferisci l’impasto al suo interno. Per una teglia di queste dimensioni usa circa 520 g di impasto.
Cospargi la superficie con un filo d’olio per evitare che si formi la crosta.
Lascia lievitare finché la pasta raddoppia di volume (circa 1 ora, ma dipende dalla temperatura).
Stendi l’impasto nella teglia schiacciandolo delicatamente con le dita, senza tirarlo.
Cospargi la superficie con una manciata di sale.
Lascia lievitare nuovamente per circa 30 minuti.
Versa un po’ d’acqua tiepida e un filo d’olio sulla superficie, poi crea i classici “buchi” della focaccia con la punta delle dita.
Distribuisci uniformemente le cipolle affettate. Se fa freddo, scaldale 30-40 secondi nel microonde per non rallentare la lievitazione.
Fai lievitare ancora per circa 1 ora.
Cuoci in forno preriscaldato a 220-240 °C per circa 15 minuti, fino a doratura.
Consiglio: per una crosta più morbida e sottile, metti un pentolino d’acqua nel forno durante la cottura per mantenere l’ambiente umido.";"<p><a href=""http://vivalafocaccia.com/2009/12/28/focaccia-con-la-cipolla/"">tp://vivalafocaccia.com/2009/12/28/focaccia-con-la-cipolla/</a></p><p>
Ingredienti</p><ul><li>200 g di acqua tiepida</li><li>5 g di sale</li><li>3 g (circa un cucchiaino) di malto</li><li>20 g di olio extravergine d’oliva</li><li>320-340 g di farina</li><li>7 g di lievito di birra secco (oppure 21 g di lievito di birra fresco)</li><li>Cipolle affettate sottilmente (quantità a piacere)</li></ul><p>
Procedimento
Impasta bene fino ad ottenere una pasta liscia e omogenea.
Lascia riposare l’impasto per circa 5-10 minuti sul piano di lavoro.
Ungi una teglia (circa 40 × 25 cm) e trasferisci l’impasto al suo interno. Per una teglia di queste dimensioni usa circa 520 g di impasto.
Cospargi la superficie con un filo d’olio per evitare che si formi la crosta.
Lascia lievitare finché la pasta raddoppia di volume (circa 1 ora, ma dipende dalla temperatura).
Stendi l’impasto nella teglia schiacciandolo delicatamente con le dita, senza tirarlo.
Cospargi la superficie con una manciata di sale.
Lascia lievitare nuovamente per circa 30 minuti.
Versa un po’ d’acqua tiepida e un filo d’olio sulla superficie, poi crea i classici “buchi” della focaccia con la punta delle dita.
Distribuisci uniformemente le cipolle affettate. Se fa freddo, scaldale 30-40 secondi nel microonde per non rallentare la lievitazione.
Fai lievitare ancora per circa 1 ora.
Cuoci in forno preriscaldato a 220-240 °C per circa 15 minuti, fino a doratura.
Consiglio: per una crosta più morbida e sottile, metti un pentolino d’acqua nel forno durante la cottura per mantenere l’ambiente umido.</p><p>
</p>";368E353A-1475-4D52-9C99-CE399B984AD5;1;0;2025-11-12 08:42:35.9422970;33;2025-10-24 12:48:41.2385971;2025-11-11 14:17:22.1043229;B70223AE-4ACF-40A6-BD5E-A0F6C573B555;NULL;0;4;0
