Id;NoteId;TagId;CreatedAt
5E1A3B85-94FA-45F7-A34E-0008C9AED910;0F9FF936-84DD-416E-A023-DA55864617E2;FE37D399-52A1-448E-AAE3-7E3A973D582A;2025-10-22 12:24:54.3808590
B53DA078-A425-43D9-BFEB-02BF91CAC625;ABAFAD1A-DA4D-4FBA-8E12-6CC4F54BCD06;FE37D399-52A1-448E-AAE3-7E3A973D582A;2025-11-03 06:02:36.6324629
6AFE4A05-985B-4210-986A-055729AB7DB2;75E4629A-17BE-45A1-98A0-488FC23B9F97;6D18662C-0D4A-465F-BA9D-C0DA2156C141;2025-10-22 12:24:54.3808590
F010EA92-4329-4970-9C95-05D5852AF1A7;A8D0EC3C-D9D9-4751-B2A0-14B2C339B916;FE37D399-52A1-448E-AAE3-7E3A973D582A;2025-10-22 12:24:54.3808590
369BFA90-593A-4BEA-89BA-0BBC909542DB;C75B57F3-F3BF-4935-B9D0-83576EC2A22C;C27FC663-7BD8-406F-8F64-C85C552E871B;2025-10-22 12:19:04.3367493
ABE50B87-C692-47BE-97AB-0C2EC59F1841;E7208DDC-624A-4534-A404-A8BFEDA2884B;6D18662C-0D4A-465F-BA9D-C0DA2156C141;2025-10-22 12:24:54.3808590
BAF17AF8-66BA-42E8-89EE-0D622F146670;5AEB7ED3-3D0D-42BC-84EA-BDD46E3827B9;FE37D399-52A1-448E-AAE3-7E3A973D582A;2025-10-22 12:24:54.3808590
9CC72C77-C648-4B16-9597-10A10DEB6AE3;ED859ABC-1EF9-4C4B-9F32-49473C5325F1;B9D2128E-B701-4279-B419-C30CE992601E;2025-10-22 12:24:54.3808590
E789AB58-7CE3-485B-AC56-131EB6BCFDEF;1BB71B48-1DE8-499C-B79D-678A45632E0E;3B1F852C-536D-4619-8D12-3E4E9CEDEB0F;2026-02-28 17:06:59.9331684
F7D3A7A7-C188-433B-B99F-1E65FE4FEB32;565D3D18-90A0-4FA1-8666-C6A55FEDB396;F4F2AAD2-1155-43B5-8DE9-1709871D1887;2025-11-12 16:09:25.7930424
C9A8BAA5-F92A-4F29-8ED3-1E7B514CC4B4;05DEEBD9-2E64-4ED8-AC97-1848EEE3C01C;FE37D399-52A1-448E-AAE3-7E3A973D582A;2026-03-15 13:52:55.0110722
342848B3-3F7F-48C9-B40B-20FD01D19D7D;393B39BD-275E-474F-B8BA-CD4338790585;6D18662C-0D4A-465F-BA9D-C0DA2156C141;2025-10-22 10:46:11.3797237
501CB06C-A46D-48BB-A27E-24405918AA7A;9B1EA3C3-C837-43DF-A403-DD2E2524937B;FE37D399-52A1-448E-AAE3-7E3A973D582A;2025-10-22 12:24:54.3808590
3E4B380C-5B49-4B40-BDA9-26497634AD1C;6C6D4A08-A516-4779-910F-6210815CC4AF;C27FC663-7BD8-406F-8F64-C85C552E871B;2025-10-22 12:24:54.3808590
7D34D7EE-BEC9-4F14-A482-2DB18F0688F4;1BB71B48-1DE8-499C-B79D-678A45632E0E;FE37D399-52A1-448E-AAE3-7E3A973D582A;2026-02-28 17:07:00.0335559
7208329E-E2FF-486D-A1A6-2E5292F782E0;4972998D-47F5-45B6-9AD0-E88A7CAA34F5;F4F2AAD2-1155-43B5-8DE9-1709871D1887;2025-10-22 12:28:53.3298297
6EEE697B-EB79-4D8B-BDF4-31CA2C7F70BB;AE961938-72BC-4363-9837-FE0D9A003228;6D18662C-0D4A-465F-BA9D-C0DA2156C141;2025-10-22 12:24:54.3808590
18AC01A2-AD96-479C-950C-34C0DE70C5E1;4833F95C-2C96-40CE-AC7A-3CA7FE016E46;FE37D399-52A1-448E-AAE3-7E3A973D582A;2025-10-22 12:24:54.3808590
2E6B1793-BE85-465A-BFEF-3EC0AA9D7553;543E246B-DEC6-44D5-9DA4-F84B47B43509;FE37D399-52A1-448E-AAE3-7E3A973D582A;2025-12-08 20:45:46.3416127
6E021D1A-73E6-4F4C-98D9-4630FA92AE4A;5E1CE82E-D9A5-4455-B40E-790B36E48D8A;F4F2AAD2-1155-43B5-8DE9-1709871D1887;2025-10-22 12:24:54.3808590
C9DE0E06-6D7D-4CBD-A871-47185BDCFE38;47D20ED2-EF95-4F44-BF83-AD2C5E559B2D;B9D2128E-B701-4279-B419-C30CE992601E;2026-01-21 19:59:41.3383556
A1C5E91F-5F15-479F-B929-4BE1665EE37B;E3150243-DACC-4247-AABE-E7D5AD572776;FE37D399-52A1-448E-AAE3-7E3A973D582A;2026-05-16 07:31:08.9586825
59515480-7A4F-4859-8D76-50397165C773;977DDED8-8CF4-4CB1-B893-0569E45B03F5;FE37D399-52A1-448E-AAE3-7E3A973D582A;2025-11-03 05:25:58.4379223
B87F6DEB-6BC3-4F66-8A9C-53C7A4A2115C;31846E47-C56B-4A7E-A33E-185EB980B240;6D18662C-0D4A-465F-BA9D-C0DA2156C141;2025-10-22 12:24:54.3808590
77CF1479-7CB6-426A-8309-5537F5F2C3BC;61FF2D40-96A4-4C79-A337-929AAE9F5B28;F4F2AAD2-1155-43B5-8DE9-1709871D1887;2025-10-22 12:24:54.3808590
749E49F0-1798-45B1-8F8E-5C8CF48386B8;5C3C723D-7C18-44FC-B39E-6B6489AF8172;B9D2128E-B701-4279-B419-C30CE992601E;2025-10-22 12:32:57.2830623
6FA02A59-004C-4FDD-8BFB-5D644675809F;1A8611BD-31EC-4819-B900-7597893AFB4E;FE37D399-52A1-448E-AAE3-7E3A973D582A;2025-10-22 12:24:54.3808590
B86D99AA-7359-4018-BBF8-5DC5756591A1;7C804693-E70B-45C3-AAB8-1E614497F11E;F4F2AAD2-1155-43B5-8DE9-1709871D1887;2025-10-22 12:24:54.3808590
021B131C-AE87-4ADB-AAC5-607B6EDFE612;05DEEBD9-2E64-4ED8-AC97-1848EEE3C01C;3B1F852C-536D-4619-8D12-3E4E9CEDEB0F;2026-03-15 13:52:54.9250789
C0A6E3EF-BFFD-4B24-ACA6-7033001595DE;75790E67-65E4-4A4A-89AA-B0E8874E2A3E;44974AAE-4025-4A34-BC0A-467083623858;2025-10-22 12:24:54.3808590
3786371B-14D9-4A95-9075-705E31A90A63;F288BD47-9D38-4B74-B478-3C5D07D39148;B9D2128E-B701-4279-B419-C30CE992601E;2025-10-22 12:24:54.3808590
C5242D27-B1F4-4B7E-AAED-71974637CA90;5B7E2CF8-C20A-4813-8B78-562B307DAA60;C27FC663-7BD8-406F-8F64-C85C552E871B;2025-10-24 14:49:15.5609423
694DE0EB-F9E9-4692-A660-7560801984BB;71215777-6D95-4A73-B5DC-6ED610AE279D;B9D2128E-B701-4279-B419-C30CE992601E;2025-10-22 12:24:54.3808590
A406D66F-50E2-422C-B7B2-78461F04AF38;4833F95C-2C96-40CE-AC7A-3CA7FE016E46;44974AAE-4025-4A34-BC0A-467083623858;2025-10-22 12:24:54.3808590
2AB74BF6-5E5F-4563-83DE-7B0A61564413;72E349F5-75DF-402D-A9C5-BE0C733E3838;B9D2128E-B701-4279-B419-C30CE992601E;2025-10-22 12:24:54.3808590
FCECD908-0374-4D2A-A88C-7C70866C061A;60AFB5EC-D714-4502-BC4C-565ADCFE72B1;CDD55EB6-FA27-4DE0-BD83-A8E0493C9DD3;2025-10-22 12:24:54.3808590
4AD4132A-A083-4B47-9399-7DF8C5B10A85;80B0729B-B84D-4F1C-80E0-FB4BD03C2487;CDD55EB6-FA27-4DE0-BD83-A8E0493C9DD3;2025-10-22 12:24:54.3808590
F572BA7B-06F9-4940-A58E-848C0A9FF5F9;8CC5BBA4-2BD9-4D2A-95AF-8462B98AC004;44974AAE-4025-4A34-BC0A-467083623858;2025-10-22 12:24:54.3808590
5ECBB510-219D-4B65-B13F-8494C49B9298;F19AD412-24FF-4568-9FFD-8A9F82866830;FE37D399-52A1-448E-AAE3-7E3A973D582A;2025-11-09 07:47:24.8282384
65634B41-2D0D-402F-8DCF-8BAB3948E9AC;59320163-FA68-4A15-9D42-9FA04BC43890;C27FC663-7BD8-406F-8F64-C85C552E871B;2025-10-22 12:24:54.3808590
83C2D684-6EAE-44E6-B678-8FBB1495D569;ACFBD3EC-DC67-4DBB-9406-981D863B114E;6D18662C-0D4A-465F-BA9D-C0DA2156C141;2025-10-22 12:24:54.3808590
BECA235F-A635-4E2F-8B13-9311BD41174D;80C898BD-13EC-461C-8DA7-B7EC763C6AA0;6D18662C-0D4A-465F-BA9D-C0DA2156C141;2025-10-22 12:24:54.3808590
44AFB2B3-9557-449F-AB83-9327F9962CCE;60AFB5EC-D714-4502-BC4C-565ADCFE72B1;909BE581-F6C5-4D76-A6DB-0D3065F6BECC;2025-10-22 12:24:54.3808590
0FF6211F-D346-4F3A-9CA1-984CCDAA4693;B5E07F2C-4A57-4BED-93A3-65B1625950B7;FE37D399-52A1-448E-AAE3-7E3A973D582A;2025-10-22 12:24:54.3808590
65019265-2ADE-4E4B-BB1F-998F29E8CDA4;37C267C3-E38A-46DE-A81F-63B5E09B8EF6;C27FC663-7BD8-406F-8F64-C85C552E871B;2025-10-22 12:24:54.3808590
688EFB8A-1265-45EE-9D0F-A110ED64FF1B;5C3C723D-7C18-44FC-B39E-6B6489AF8172;44974AAE-4025-4A34-BC0A-467083623858;2025-10-22 12:32:57.3279875
8B97A8B5-4B72-4A1D-9BFE-A18BD2605067;DD8C0B8F-8B7D-441A-BAB6-C4177966F439;FE37D399-52A1-448E-AAE3-7E3A973D582A;2025-10-22 12:24:54.3808590
A35ACD6C-E073-47E3-89DA-A9A6EEA419AD;6726384B-4DDC-4234-9890-D04DB988D0CB;6D18662C-0D4A-465F-BA9D-C0DA2156C141;2025-10-22 12:24:54.3808590
0A2B2347-B830-4894-A65A-AB2ED7C68E16;7288BB5E-4564-4C4D-A0CE-123156D074B6;6D18662C-0D4A-465F-BA9D-C0DA2156C141;2025-10-24 12:59:21.8784343
2E5178CB-5204-4899-9191-AB67C35DE733;1575596A-54B5-4B01-972F-6CD7828242B3;B9D2128E-B701-4279-B419-C30CE992601E;2025-11-17 16:08:26.1497921
94411902-B58A-4EE7-A4FF-B3026CDA617E;226C1CC4-4950-4868-B7BA-CE39F9DB7834;3B1F852C-536D-4619-8D12-3E4E9CEDEB0F;2026-01-13 20:03:39.5814678
76702BBA-3C9B-4079-B486-B322DB42CA4A;72E349F5-75DF-402D-A9C5-BE0C733E3838;CDD55EB6-FA27-4DE0-BD83-A8E0493C9DD3;2025-10-22 12:24:54.3808590
373B4D30-571A-4E2E-8F7F-B428AE6FE0DA;1DE74A17-816E-4456-863B-1D79C2ED8FD5;FE37D399-52A1-448E-AAE3-7E3A973D582A;2025-11-25 15:54:03.0029432
EAE49D79-A3DB-4067-BD6F-B4B7177CC5A5;C1391A3B-3F42-4852-8168-F6F0F260EF56;FE37D399-52A1-448E-AAE3-7E3A973D582A;2025-10-22 12:24:54.3808590
97A1C5AB-CC1F-4E08-8C02-BAB6BE73D649;C8CD2B1D-F9CB-4AA5-A452-0C23981497E6;909BE581-F6C5-4D76-A6DB-0D3065F6BECC;2025-10-22 12:24:54.3808590
15AB5FC5-5E14-44B3-9506-C8A710D7F2B2;92EFF6CC-65A6-4EDD-8A12-3476D5930FBE;03985ACF-0DC4-4793-9A8A-EB7943F6FB0C;2025-10-22 12:24:54.3808590
8ABB39AA-D202-4167-B422-CBA92D2959FF;4AA03C45-C60A-4A55-98D0-1F45B71405FA;FE37D399-52A1-448E-AAE3-7E3A973D582A;2025-10-22 12:24:54.3808590
6C8C09B8-275C-4F16-8BBD-CFAF20C1ADE0;6DC76556-19A1-473A-BEA1-31ABBDBAB31E;C27FC663-7BD8-406F-8F64-C85C552E871B;2025-10-22 12:19:21.2426674
C94011B8-03B4-4AE9-B143-D5214259B5EF;8CC5BBA4-2BD9-4D2A-95AF-8462B98AC004;FE37D399-52A1-448E-AAE3-7E3A973D582A;2025-10-22 12:24:54.3808590
C8E70A63-A5A0-42B8-A882-D996B75F5479;CED32721-04DA-4A37-8941-380763A74F38;F4F2AAD2-1155-43B5-8DE9-1709871D1887;2025-10-22 12:27:05.0655121
